"BO";"Attribute";"ARM Element";"Source";"Rules";"Reference path"
"";"DirectionOfFiberOrientationWithinAPly to IdentifierString (as id)";"";"";"";""
"";"DirectionOfFiberOrientationWithinAPly to CharacterString (as name)";"";"";"";""
"";"DirectionOfFiberOrientationWithinAPly to Descriptor (as name)";"";"";"";""
"";"DirectionOfFiberOrientationWithinAPly to DescriptorSet (as name)";"";"";"";""
"";"DirectionOfFiberOrientationWithinAPly to LocalizedString (as name)";"";"";"";""
"";"DirectionOfFiberOrientationWithinAPly to TranslatedStringSet (as name)";"";"";"";""
"DrapedOrientationAngle";"";"";"";"";""
"EdgeZoneShape";"";"";"";"";""
"";"EdgeZoneShape to CompositeCurveOnSurface (as boundary)";"";"";"";""
"";"EdgeZoneShape to Loop (as boundary)";"";"";"";""
"";"EdgeZoneShape to Pcurve (as boundary)";"";"";"";""
"";"EdgeZoneShape to SurfaceCurve (as boundary)";"";"";"";""
"ExternalAdvancedBrepShapeRepresentation";"";"";"";"";""
"ExternalCsgShapeRepresentation";"";"";"";"";""
"ExternalCurveSweptSolidShapeRepresentation";"";"";"";"";""
"ExternalEdgeBasedWireframeShapeRepresentation";"";"";"";"";""
"ExternalElementaryBrepShapeRepresentation";"";"";"";"";""
"ExternalFacetedBrepShapeRepresentation";"";"";"";"";""
"ExternalGeometricallyBoundedSurfaceShapeRepresentation";"";"";"";"";""
"ExternalGeometricallyBoundedWireframeShapeRepresentation";"";"";"";"";""
"ExternalManifoldSurfaceShapeRepresentation";"";"";"";"";""
"ExternalShellBasedWireframeShapeRepresentation";"";"";"";"";""
"ExternalTessellatedShapeRepresentation";"";"";"";"";""
"FaceBasedSheetRepresentation";"";"";"";"";""
"";"FaceBasedSheetRepresentation to Surface (as faceSurface)";"";"";"";""
"";"FaceBasedSheetRepresentation to Loop (as innerBounds)";"";"";"";""
"";"FaceBasedSheetRepresentation to Loop (as outerBound)";"";"";"";""
"FilamentLaminate";"";"";"";"";""
"";"FilamentLaminate to StockMaterial (as madeFrom)";"";"";"";""
"";"FilamentLaminate to GeometricModel (as shapeCrossSection)";"";"";"";""
"GeometricSheetRepresentation";"";"";"";"";""
"";"GeometricSheetRepresentation to Surface (as basisSurface)";"";"";"";""
"";"GeometricSheetRepresentation to BoundaryCurveRepresentation (as cutouts)";"";"";"";""
"";"GeometricSheetRepresentation to BoundaryCurveRepresentation (as outerEdge)";"";"";"";""
"LaidOrientationAngle";"";"";"";"";""
"LaminateTable";"";"";"";"";""
"";"LaminateTable to SurfaceWithDirection (as baseSurface)";"";"";"";""
"";"LaminateTable to ReinforcementOrientationBasis (as basis)";"";"";"";""
"";"LaminateTable to Surface (as resultingSurface)";"";"";"";""
"Loop";"";"";"";"";""
"";"Loop to ExternalItem (as external)";"";"";"";""
"OrientedSurface";"";"";"";"";""
"Pcurve";"";"";"";"";""
"PercentageLaminateTable";"";"";"";"";""
"";"PercentageLaminateTable to PercentagePly (as tableComponents)";"";"";"";""
"";"PercentageLaminateTable to NumericalValue (as totalThickness)";"";"";"";""
"PercentagePly";"";"";"";"";""
"";"PercentagePly to ZoneStructuralMakeup (as makeupAndProperties)";"";"";"";""
"";"PercentagePly to StockMaterial (as material)";"";"";"";""
"";"PercentagePly to PlyOrientationAngle (as strengthOrientation)";"";"";"";""
"";"PercentagePly to NumericalValue (as volumePercent)";"";"";"";""
"Ply";"";"";"";"";""
"";"Ply to PlyPiece (as constituents)";"";"";"";""
"";"Ply to DirectionOfFiberOrientationWithinAPly (as materialOrientation)";"";"";"";""
"";"Ply to StockMaterial (as materialType)";"";"";"";""
"";"Ply to NumericalValue (as plyThickness)";"";"";"";""
"";"Ply to PlyShape (as shape)";"";"";"";""
"PlyLaminate";"";"";"";"";""
"";"PlyLaminate to PlyLaminateTable (as plyTable)";"";"";"";""
"";"PlyLaminate to CompositeSheetRepresentation (as shape)";"";"";"";""
"";"PlyLaminate to ExternalAdvancedBrepShapeRepresentation (as shape)";"";"";"";""
"";"PlyLaminate to ExternalCsgShapeRepresentation (as shape)";"";"";"";""
"";"PlyLaminate to ExternalCurveSweptSolidShapeRepresentation (as shape)";"";"";"";""
"";"PlyLaminate to ExternalElementaryBrepShapeRepresentation (as shape)";"";"";"";""
"";"PlyLaminate to ExternalFacetedBrepShapeRepresentation (as shape)";"";"";"";""
"";"PlyLaminate to ExternalTessellatedShapeRepresentation (as shape)";"";"";"";""
"";"PlyLaminate to ThreeDGeometrySet (as shape)";"";"";"";""
"PlyLaminateSequenceDefinition";"";"";"";"";""
"";"PlyLaminateSequenceDefinition to Ply (as pliesInSequence)";"";"";"";""
"PlyLaminateTable";"";"";"";"";""
"";"PlyLaminateTable to PlyLaminateSequenceDefinition (as sequence)";"";"";"";""
"PlyOrientationAngle";"";"";"";"";""
"";"PlyOrientationAngle to AxisPlacement (as angleReference)";"";"";"";""
"";"PlyOrientationAngle to Curve (as angleReference)";"";"";"";""
"";"PlyOrientationAngle to Direction (as angleReference)";"";"";"";""
"";"PlyOrientationAngle to PointPath (as angleReference)";"";"";"";""
"";"PlyOrientationAngle to CharacterString (as description)";"";"";"";""
"";"PlyOrientationAngle to Descriptor (as description)";"";"";"";""
"";"PlyOrientationAngle to DescriptorSet (as description)";"";"";"";""
"";"PlyOrientationAngle to LocalizedString (as description)";"";"";"";""
"";"PlyOrientationAngle to TranslatedStringSet (as description)";"";"";"";""
"";"PlyOrientationAngle to DirectionOfFiberOrientationWithinAPly (as fiberDirection)";"";"";"";""
"";"PlyOrientationAngle to ReinforcementOrientationBasis (as reinforcementDirection)";"";"";"";""
"PlyPiece";"";"";"";"";""
"";"PlyPiece to PlyShape (as shape)";"";"";"";""
"";"warpSurface";"";"";"";""
"PlyShape";"";"";"";"";""
"";"PlyShape to PlyShape (as basis)";"";"";"";""
"";"PlyShape to CompositeSheetRepresentation (as definingModel)";"";"";"";""
"";"PlyShape to ExternalAdvancedBrepShapeRepresentation (as definingModel)";"";"";"";""
"";"PlyShape to ExternalCsgShapeRepresentation (as definingModel)";"";"";"";""
"";"PlyShape to ExternalCurveSweptSolidShapeRepresentation (as definingModel)";"";"";"";""
"";"PlyShape to ExternalElementaryBrepShapeRepresentation (as definingModel)";"";"";"";""
"";"PlyShape to ExternalFacetedBrepShapeRepresentation (as definingModel)";"";"";"";""
"";"PlyShape to ExternalTessellatedShapeRepresentation (as definingModel)";"";"";"";""
"";"PlyShape to ThreeDGeometrySet (as definingModel)";"";"";"";""
"PointOnCurve";"";"";"";"";""
"";"PointOnCurve to Curve (as basicCurve)";"";"";"";""
"";"PointOnCurve to ExternalItem (as external)";"";"";"";""
"";"PointOnCurve to ExternalRepresentationItem (as parameter)";"";"";"";""
"PointOnSurface";"";"";"";"";""
"";"PointOnSurface to Surface (as basicSurface)";"";"";"";""
"";"PointOnSurface to ExternalItem (as external)";"";"";"";""
"";"PointOnSurface to ExternalRepresentationItem (as parameter)";"";"";"";""
"PointPath";"";"";"";"";""
"";"PointPath to ExternalItem (as external)";"";"";"";""
"PointZoneShape";"";"";"";"";""
"";"PointZoneShape to CartesianPoint (as location)";"";"";"";""
"";"PointZoneShape to DegeneratePcurve (as location)";"";"";"";""
"";"PointZoneShape to PointOnCurve (as location)";"";"";"";""
"";"PointZoneShape to PointOnSurface (as location)";"";"";"";""
"ProcessedCore";"";"";"";"";""
"";"ProcessedCore to Ply (as addedMaterial)";"";"";"";""
"";"ProcessedCore to DirectionOfFiberOrientationWithinAPly (as cellDirection)";"";"";"";""
"";"ProcessedCore to ProcessedCore (as madeFromProcessedCore)";"";"";"";""
"";"ProcessedCore to StockMaterial (as madeFromStock)";"";"";"";""
"";"ProcessedCore to BeveledSheetRepresentation (as shape)";"";"";"";""
"";"ProcessedCore to ExternalAdvancedBrepShapeRepresentation (as shape)";"";"";"";""
"";"ProcessedCore to ExternalFacetedBrepShapeRepresentation (as shape)";"";"";"";""
"ReinforcementOrientationBasis";"";"";"";"";""
"";"ReinforcementOrientationBasis to GeometricCoordinateSpace (as coordinateSpace)";"";"";"";""
"";"ReinforcementOrientationBasis to CharacterString (as description)";"";"";"";""
"";"ReinforcementOrientationBasis to Descriptor (as description)";"";"";"";""
"";"ReinforcementOrientationBasis to DescriptorSet (as description)";"";"";"";""
"";"ReinforcementOrientationBasis to LocalizedString (as description)";"";"";"";""
"";"ReinforcementOrientationBasis to TranslatedStringSet (as description)";"";"";"";""
"";"ReinforcementOrientationBasis to Identifier (as id)";"";"";"";""
"";"ReinforcementOrientationBasis to IdentifierSet (as id)";"";"";"";""
"";"ReinforcementOrientationBasis to IdentifierString (as id)";"";"";"";""
"";"ReinforcementOrientationBasis to CharacterString (as name)";"";"";"";""
"";"ReinforcementOrientationBasis to Descriptor (as name)";"";"";"";""
"";"ReinforcementOrientationBasis to DescriptorSet (as name)";"";"";"";""
"";"ReinforcementOrientationBasis to LocalizedString (as name)";"";"";"";""
"";"ReinforcementOrientationBasis to TranslatedStringSet (as name)";"";"";"";""
"";"ReinforcementOrientationBasis to AxisPlacement (as placement)";"";"";"";""
"SmearedMaterial";"";"";"";"";""
"";"SmearedMaterial to NumericalValue (as totalThickness)";"";"";"";""
"StockMaterial";"";"";"";"";""
"";"StockMaterial to CharacterString (as description)";"";"";"";""
"";"StockMaterial to Descriptor (as description)";"";"";"";""
"";"StockMaterial to DescriptorSet (as description)";"";"";"";""
"";"StockMaterial to LocalizedString (as description)";"";"";"";""
"";"StockMaterial to TranslatedStringSet (as description)";"";"";"";""
"";"StockMaterial to Identifier (as id)";"";"";"";""
"";"StockMaterial to IdentifierSet (as id)";"";"";"";""
"";"StockMaterial to IdentifierString (as id)";"";"";"";""
"";"StockMaterial to CharacterString (as name)";"";"";"";""
"";"StockMaterial to Descriptor (as name)";"";"";"";""
"";"StockMaterial to DescriptorSet (as name)";"";"";"";""
"";"StockMaterial to LocalizedString (as name)";"";"";"";""
"";"StockMaterial to TranslatedStringSet (as name)";"";"";"";""
"";"StockMaterial to MaterialPropertyValue (as propertyValues)";"";"";"";""
"";"StockMaterial to Direction (as referenceDirection)";"";"";"";""
"";"StockMaterial to StockCategoryEnum (as stockMaterialType)";"";"";"";""
"";"StockMaterial to Identifier (as versionId)";"";"";"";""
"";"StockMaterial to IdentifierSet (as versionId)";"";"";"";""
"";"StockMaterial to IdentifierString (as versionId)";"";"";"";""
"Surface";"";"";"";"";""
"";"Surface to ExternalItem (as external)";"";"";"";""
"SurfaceCurve";"";"";"";"";""
"SurfaceWithDirection";"";"";"";"";""
"";"SurfaceWithDirection to Surface (as definingSurface)";"";"";"";""
"";"SurfaceWithDirection to Direction (as materialDirection)";"";"";"";""
"ThicknessLaminateTable";"";"";"";"";""
"";"ThicknessLaminateTable to FilamentLaminate (as tableComponents)";"";"";"";""
"";"ThicknessLaminateTable to Ply (as tableComponents)";"";"";"";""
"";"ThicknessLaminateTable to ProcessedCore (as tableComponents)";"";"";"";""
"ThicknessSizeDimension";"";"";"";"";""
"";"ThicknessSizeDimension to ShapeElement (as appliedTo)";"";"";"";""
"";"ThicknessSizeDimension to Identifier (as id)";"";"";"";""
"";"ThicknessSizeDimension to IdentifierSet (as id)";"";"";"";""
"";"ThicknessSizeDimension to IdentifierString (as id)";"";"";"";""
"";"ThicknessSizeDimension to NumericalValue (as thickness)";"";"";"";""
"ThreeDGeometrySet";"";"";"";"";""
"";"ThreeDGeometrySet to Class (as basisRole)";"";"";"";""
"";"ThreeDGeometrySet to ClassString (as basisRole)";"";"";"";""
"";"ThreeDGeometrySet to ExternalClass (as basisRole)";"";"";"";""
"";"ThreeDGeometrySet to ExternalOwlClass (as basisRole)";"";"";"";""
"";"ThreeDGeometrySet to Surface (as basisSurface)";"";"";"";""
"";"ThreeDGeometrySet to CompositeCurveOnSurface (as definingBoundary)";"";"";"";""
"";"ThreeDGeometrySet to Pcurve (as definingBoundary)";"";"";"";""
"";"ThreeDGeometrySet to SurfaceCurve (as definingBoundary)";"";"";"";""
"";"ThreeDGeometrySet to ExternalGeometricModel (as threeDGeometry)";"";"";"";""
"ZoneStructuralMakeup";"";"";"";"";""
"";"ZoneStructuralMakeup to ZoneStructuralMakeupShapeRepresentation (as boundary)";"";"";"";""
"ZoneStructuralMakeupShapeRepresentation";"";"";"";"";""
