BO,Attribute,ARM Element,Source,Rules,Reference path
,GeometricRepresentation to IdentifierSet (as versionId),NO MAPPING,,,
,GeometricRepresentation to IdentifierString (as versionId),Geometric_model.version_id,,,
GeometricRepresentationRelationship,,"alt map #1 If definitional = TRUE
[geometric_model_relationship]
[definitional_representation_relationship]
alt map #2 If definitional != FALSE
[geometric_model_relationship]
![definitional_representation_relationship]",,,"alt map #1 If definitional = TRUE
{geometric_model_relationship <=
representation_relationship =>
definitional_representation_relationship}
alt map #2 If definitional != TRUE
{geometric_model_relationship <=
representation_relationship !=>
definitional_representation_relationship}"
,GeometricRepresentationRelationship to Classification (as classifiedAs),NO MAPPING,,,
,definitional,PATH,,,"alt map #1 If definitional = TRUE
{geometric_model_relationship <=
representation_relationship =>
definitional_representation_relationship}
alt map #2 If definitional != TRUE
{geometric_model_relationship <=
representation_relationship !=>
definitional_representation_relationship}"
,GeometricRepresentationRelationship to CharacterString (as description),PATH,,,"geometric_model_relationship <=
representation_relationship.description"
,GeometricRepresentationRelationship to Descriptor (as description),NO MAPPING,,,
,GeometricRepresentationRelationship to DescriptorSet (as description),NO MAPPING,,,
,GeometricRepresentationRelationship to LocalizedString (as description),NO MAPPING,,,
,GeometricRepresentationRelationship to TranslatedStringSet (as description),NO MAPPING,,,
,GeometricRepresentationRelationship to Identifier (as id),NO MAPPING,,,
,GeometricRepresentationRelationship to IdentifierSet (as id),NO MAPPING,,,
,GeometricRepresentationRelationship to IdentifierString (as id),NO MAPPING,,,
,GeometricRepresentationRelationship to GeometricRepresentation (as related),PATH,,,"Geometric_model_relationship.related ->
geometric_representation_select = Geometric_model
Geometric_model"
,GeometricRepresentationRelationship to GeometricRepresentation (as relating),PATH,,,"Geometric_model_relationship.relating ->
geometric_representation_select = Geometric_model
Geometric_model"
GeometricRepresentationRelationshipWithCartesianTransformation,,Geometric_relationship_with_operator_transformation,,,
,GeometricRepresentationRelationshipWithCartesianTransformation to CartesianTransformation (as transformation),PATH,,,"Geometric_relationship_with_operator_transformation.transformation ->
Cartesian_transformation"
GeometricRepresentationRelationshipWithPlacementTransformation,,Geometric_relationship_with_placement_transformation,,,
,GeometricRepresentationRelationshipWithPlacementTransformation to AxisPlacement (as origin),PATH,,,"Geometric_relationship_with_placement_transformation.transformation ->
Axis_placement_mapping.source ->
Axis_placement"
,GeometricRepresentationRelationshipWithPlacementTransformation to AxisPlacement (as target),PATH,,,"Geometric_relationship_with_placement_transformation.transformation ->
Axis_placement_mapping.target ->
Axis_placement"
GeometricRepresentationRelationshipWithSameCoordinateSpace,,NO MAPPING,,,
TransformedGeometricModel,,Geometric_model,,,"{[(Geometric_model.items[1] ->
Axis_placement)
(Geometric_model.items[1] ->
Cartesian_transformation_2d)
(Geometric_model.items[1] ->
Cartesian_transformation_3d)]
[(Geometric_model <-
Geometric_model_relationship.related
Geometric_model_relationship =>
Geometric_relationship_with_operator_transformation)
(Geometric_model <-
Geometric_model_relationship.related
Geometric_model_relationship =>
Geometric_relationship_with_placement_transformation)]}"
,TransformedGeometricModel to AxisPlacement (as items),PATH,,,"Geometric_model.items[1] ->
Axis_placement"
,TransformedGeometricModel to CartesianTransformation (as items),PATH,,,"(Geometric_model.items[1] ->
Cartesian_transformation_2d)
(Geometric_model.items[1] ->
Cartesian_transformation_3d)"
,TransformedGeometricModel to GeometricModel (as sourceModel),PATH,,,"(Geometric_model <-
Geometric_model_relationship.related
{Geometric_model_relationship =>
Geometric_relationship_with_operator_transformation}
Geometric_model_relationship.relating ->
Geometric_model)
(Geometric_model <-
Geometric_model_relationship.related
Geometric_model_relationship =>
Geometric_relationship_with_placement_transformation}
Geometric_model_relationship.relating ->
Geometric_model)"
