"BO";"Attribute";"ARM Element";"Source";"Rules";"Reference path"
;"SecurityClassificationAssignment to RequirementCollectionRelationship (as assignedTo)";"NO MAPPING PROVIDED";;;
;"SecurityClassificationAssignment to RequirementSource (as assignedTo)";"NO MAPPING PROVIDED";;;
;"SecurityClassificationAssignment to RequirementVersion (as assignedTo)";"NO MAPPING PROVIDED";;;
;"SecurityClassificationAssignment to RequirementVersionRelationship (as assignedTo)";"NO MAPPING PROVIDED";;;
;"SecurityClassificationAssignment to RequirementView (as assignedTo)";"NO MAPPING PROVIDED";;;
;"SecurityClassificationAssignment to RequirementViewRelationship (as assignedTo)";"NO MAPPING PROVIDED";;;
;"SecurityClassificationAssignment to Specification (as assignedTo)";"NO MAPPING PROVIDED";;;
;"SecurityClassificationAssignment to SpecificationCategory (as assignedTo)";"NO MAPPING PROVIDED";;;
;"SecurityClassificationAssignment to StyledModel (as assignedTo)";"NO MAPPING PROVIDED";;;
;"SecurityClassificationAssignment to WorkOrder (as assignedTo)";"NO MAPPING PROVIDED";;;
;"SecurityClassificationAssignment to WorkRequest (as assignedTo)";"NO MAPPING PROVIDED";;;
;"SecurityClassificationAssignment to Classification (as classifiedAs)";"NO MAPPING PROVIDED";;;
;"SecurityClassificationAssignment to CharacterString (as description)";"NO MAPPING PROVIDED";;;
;"SecurityClassificationAssignment to Descriptor (as description)";"NO MAPPING PROVIDED";;;
;"SecurityClassificationAssignment to LocalizedString (as description)";"NO MAPPING PROVIDED";;;
;"SecurityClassificationAssignment to Identifier (as id)";"NO MAPPING PROVIDED";;;
;"SecurityClassificationAssignment to IdentifierString (as id)";"NO MAPPING PROVIDED";;;
;"SecurityClassificationAssignment to Class (as role)";"NO MAPPING PROVIDED";;;
;"SecurityClassificationAssignment to ClassString (as role)";"NO MAPPING PROVIDED";;;
;"SecurityClassificationAssignment to ExternalClass (as role)";"NO MAPPING PROVIDED";;;
;"SecurityClassificationAssignment to ExternalOwlClass (as role)";"NO MAPPING PROVIDED";;;
"SetMembership";;"NO MAPPING PROVIDED";;;
;"SetMembership to ExternalItem (as member)";"NO MAPPING PROVIDED";;;
;"SetMembership to ExternalOwlObject (as member)";"NO MAPPING PROVIDED";;;
;"SetMembership to ProxyString (as member)";"NO MAPPING PROVIDED";;;
;"SetMembership to Class (as ofSet)";"NO MAPPING PROVIDED";;;
;"SetMembership to ClassString (as ofSet)";"NO MAPPING PROVIDED";;;
;"SetMembership to ExternalClass (as ofSet)";"NO MAPPING PROVIDED";;;
;"SetMembership to ExternalOwlClass (as ofSet)";"NO MAPPING PROVIDED";;;
"SubsetMember";;"NO MAPPING PROVIDED";;;
;"SubsetMember to Class (as subset)";"NO MAPPING PROVIDED";;;
;"SubsetMember to ClassString (as subset)";"NO MAPPING PROVIDED";;;
;"SubsetMember to ExternalClass (as subset)";"NO MAPPING PROVIDED";;;
;"SubsetMember to ExternalOwlClass (as subset)";"NO MAPPING PROVIDED";;;
;"SubsetMember to Class (as superset)";"NO MAPPING PROVIDED";;;
;"SubsetMember to ClassString (as superset)";"NO MAPPING PROVIDED";;;
;"SubsetMember to ExternalClass (as superset)";"NO MAPPING PROVIDED";;;
;"SubsetMember to ExternalOwlClass (as superset)";"NO MAPPING PROVIDED";;;
