"BO";"Attribute";"ARM Element";"Source";"Rules";"Reference path"
"";"LowOrderKinematicPair to PlaneAngleMeasure (as lowerLimitActualRotationY)";"";"";"";""
"";"LowOrderKinematicPair to PlaneAngleMeasure (as lowerLimitActualRotationZ)";"";"";"";""
"";"LowOrderKinematicPair to LengthMeasure (as lowerLimitActualTranslationX)";"";"";"";""
"";"LowOrderKinematicPair to LengthMeasure (as lowerLimitActualTranslationY)";"";"";"";""
"";"LowOrderKinematicPair to LengthMeasure (as lowerLimitActualTranslationZ)";"";"";"";""
"";"LowOrderKinematicPair to PlaneAngleMeasure (as upperLimitActualRotationX)";"";"";"";""
"";"LowOrderKinematicPair to PlaneAngleMeasure (as upperLimitActualRotationY)";"";"";"";""
"";"LowOrderKinematicPair to PlaneAngleMeasure (as upperLimitActualRotationZ)";"";"";"";""
"";"LowOrderKinematicPair to LengthMeasure (as upperLimitActualTranslationX)";"";"";"";""
"";"LowOrderKinematicPair to LengthMeasure (as upperLimitActualTranslationY)";"";"";"";""
"";"LowOrderKinematicPair to LengthMeasure (as upperLimitActualTranslationZ)";"";"";"";""
"LowOrderKinematicPairWithMotionCoupling";"";"";"";"";""
"";"LowOrderKinematicPairWithMotionCoupling to PlaneAngleMeasure (as bevel)";"";"";"";""
"";"gearRatio";"";"";"";""
"";"LowOrderKinematicPairWithMotionCoupling to PlaneAngleMeasure (as helicalAngle)";"";"";"";""
"";"LowOrderKinematicPairWithMotionCoupling to LowOrderKinematicPairWithMotionCouplingTypeEnum (as kind)";"";"";"";""
"";"LowOrderKinematicPairWithMotionCoupling to PlaneAngleMeasure (as lowerLimitActualRotation)";"";"";"";""
"";"LowOrderKinematicPairWithMotionCoupling to LengthMeasure (as lowerLimitRackDisplacement)";"";"";"";""
"";"LowOrderKinematicPairWithMotionCoupling to LengthMeasure (as pitch)";"";"";"";""
"";"LowOrderKinematicPairWithMotionCoupling to LengthMeasure (as radius1)";"";"";"";""
"";"LowOrderKinematicPairWithMotionCoupling to LengthMeasure (as radius2)";"";"";"";""
"";"LowOrderKinematicPairWithMotionCoupling to PlaneAngleMeasure (as upperLimitActualRotation)";"";"";"";""
"";"LowOrderKinematicPairWithMotionCoupling to LengthMeasure (as upperLimitRackDisplacement)";"";"";"";""
"Mechanism";"";"";"";"";""
"";"Mechanism to KinematicPair (as items)";"";"";"";""
"MechanismState";"";"";"";"";""
"";"MechanismState to KinematicPairValue (as items)";"";"";"";""
"";"MechanismState to Mechanism (as representedMechanism)";"";"";"";""
"MotionModelAssociation";"";"";"";"";""
"";"MotionModelAssociation to InterpolatedConfigurationModel (as associatedModel)";"";"";"";""
"";"MotionModelAssociation to LinkMotionAlongPath (as associatedModel)";"";"";"";""
"";"MotionModelAssociation to AssemblyDefinition (as associatedTo)";"";"";"";""
"RectangularTrimmedSurface";"";"";"";"";""
"RotationAboutDirection";"";"";"";"";""
"";"RotationAboutDirection to Direction (as directionOfAxis)";"";"";"";""
"";"RotationAboutDirection to PlaneAngleMeasure (as rotationAngle)";"";"";"";""
"ToolAttachmentPointFrame";"";"";"";"";""
"ToolCentrePointFrame";"";"";"";"";""
"TrimmedCurve";"";"";"";"";""
