"BO";"Attribute";"ARM Element";"Source";"Rules";"Reference path"
"";"SecurityClassificationAssignment to ActivityMethodRelationship (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to AlternativeSolution (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to AssemblyOccurrenceRelationship (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to AssemblyOccurrenceRelationshipSubstitution (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to AssemblyViewRelationship (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to AssemblyViewRelationshipSubstitution (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to Breakdown (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to BreakdownElement (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to BreakdownElementRealization (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to BreakdownElementRelationship (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to BreakdownElementVersion (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to BreakdownElementView (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to BreakdownVersion (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to Classification (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to ConditionalConfiguration (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to ConfiguredAssemblyEffectivity (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to Descriptor (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to DescriptorRelationship (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to DigitalFile (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to Document (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to DocumentAssignment (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to DocumentDefinition (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to DocumentVersion (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to ExternalClassSystem (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to ExternalPropertyDefinition (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to File (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to GeometricRepresentation (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to Hardcopy (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to Identifier (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to IdentifierRelationship (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to IndividualAssemblyRelationship (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to IndividualPart (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to IndividualPartTestResult (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to IndividualPartVersion (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to IndividualPartView (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to MaterialIdentification (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to Part (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to PartToIndividualPartAssociation (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to PartVersion (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to PartVersionToIndividualPartVersionAssociation (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to PartView (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to PartViewRelationship (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to PartViewToIndividualPartViewAssociation (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to ProcessPlan (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to ProductClass (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to ProductConfiguration (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to Project (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to PropertyDefinition (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to PropertyDefinitionAssignment (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to PropertyDefinitionString (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to PropertyValueAssignment (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to Proxy (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to Requirement (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to RequirementAssignment (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to RequirementCollectionRelationship (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to RequirementSource (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to RequirementVersion (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to RequirementVersionRelationship (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to RequirementView (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to RequirementViewRelationship (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to Specification (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to SpecificationCategory (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to StyledModel (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to WorkOrder (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to WorkRequest (as assignedTo)";"";"";"";""
"";"SecurityClassificationAssignment to Classification (as classifiedAs)";"";"";"";""
"";"SecurityClassificationAssignment to CharacterString (as description)";"";"";"";""
"";"SecurityClassificationAssignment to Descriptor (as description)";"";"";"";""
"";"SecurityClassificationAssignment to DescriptorSet (as description)";"";"";"";""
"";"SecurityClassificationAssignment to LocalizedString (as description)";"";"";"";""
"";"SecurityClassificationAssignment to TranslatedStringSet (as description)";"";"";"";""
"";"SecurityClassificationAssignment to Identifier (as id)";"";"";"";""
"";"SecurityClassificationAssignment to IdentifierSet (as id)";"";"";"";""
"";"SecurityClassificationAssignment to IdentifierString (as id)";"";"";"";""
"";"SecurityClassificationAssignment to Class (as role)";"";"";"";""
"";"SecurityClassificationAssignment to ClassString (as role)";"";"";"";""
"";"SecurityClassificationAssignment to ExternalClass (as role)";"";"";"";""
"";"SecurityClassificationAssignment to ExternalOwlClass (as role)";"";"";"";""
"SetMembership";"";"";"";"";""
"";"SetMembership to ExternalItem (as member)";"";"";"";""
"";"SetMembership to ExternalOwlObject (as member)";"";"";"";""
"";"SetMembership to ProxyString (as member)";"";"";"";""
"";"SetMembership to Class (as ofSet)";"";"";"";""
"";"SetMembership to ClassString (as ofSet)";"";"";"";""
"";"SetMembership to ExternalClass (as ofSet)";"";"";"";""
"";"SetMembership to ExternalOwlClass (as ofSet)";"";"";"";""
"SubsetMember";"";"";"";"";""
"";"SubsetMember to Class (as subset)";"";"";"";""
"";"SubsetMember to ClassString (as subset)";"";"";"";""
"";"SubsetMember to ExternalClass (as subset)";"";"";"";""
"";"SubsetMember to ExternalOwlClass (as subset)";"";"";"";""
"";"SubsetMember to Class (as superset)";"";"";"";""
"";"SubsetMember to ClassString (as superset)";"";"";"";""
"";"SubsetMember to ExternalClass (as superset)";"";"";"";""
"";"SubsetMember to ExternalOwlClass (as superset)";"";"";"";""
